final_airfoil
  1.0000000000   0.0015000000
  0.9999376948   0.0015011545
  0.9997507946   0.0015046407
  0.9994393460   0.0015105261
  0.9990034267   0.0015189229
  0.9984431452   0.0015299881
  0.9977586413   0.0015439228
  0.9969500855   0.0015609713
  0.9960176793   0.0015814213
  0.9949616551   0.0016056025
  0.9937822761   0.0016338855
  0.9924798362   0.0016666818
  0.9910546600   0.0017044413
  0.9895071026   0.0017476523
  0.9878375499   0.0017968391
  0.9860464178   0.0018525613
  0.9841341527   0.0019154114
  0.9821012313   0.0019860137
  0.9799481601   0.0020650221
  0.9776754758   0.0021531180
  0.9752837447   0.0022510084
  0.9727735630   0.0023594234
  0.9701455561   0.0024791140
  0.9674003792   0.0026108497
  0.9645387163   0.0027554154
  0.9615612806   0.0029136094
  0.9584688141   0.0030862400
  0.9552620876   0.0032741228
  0.9519419002   0.0034780777
  0.9485090795   0.0036989259
  0.9449644809   0.0039374865
  0.9413089878   0.0041945732
  0.9375435112   0.0044709913
  0.9336689897   0.0047675342
  0.9296863887   0.0050849800
  0.9255967009   0.0054240878
  0.9214009455   0.0057855947
  0.9171001681   0.0061702122
  0.9126954406   0.0065786223
  0.9081878607   0.0070114750
  0.9081878607   0.0000421132
  0.9035785519   0.0074693839
  0.9035785519   0.0001221934
  0.8988686628   0.0079529237
  0.8988686628   0.0002032779
  0.8940593673   0.0084626262
  0.8940593673   0.0002851698
  0.8891518640   0.0089989778
  0.8891518640   0.0003676584
  0.8841473758   0.0095624160
  0.8841473758   0.0004505195
  0.8790471501   0.0101533262
  0.8790471501   0.0005335157
  0.8738524579   0.0107720397
  0.8738524579   0.0006163965
  0.8685645938   0.0114188299
  0.8685645938   0.0006988990
  0.8631848756   0.0120939106
  0.8631848756   0.0007807483
  0.8577146442   0.0127974332
  0.8577146442   0.0008616577
  0.8521552628   0.0135294847
  0.8521552628   0.0009413295
  0.8465081170   0.0142900855
  0.8465081170   0.0010194555
  0.8407746140   0.0150791879
  0.8407746140   0.0010957179
  0.8349561829   0.0158966743
  0.8349561829   0.0011697898
  0.8290542736   0.0167423559
  0.8290542736   0.0012413360
  0.8230703572   0.0176159719
  0.8230703572   0.0013100141
  0.8170059248   0.0185171886
  0.8170059248   0.0013754748
  0.8108624879   0.0194455985
  0.8108624879   0.0014373633
  0.8046415776   0.0204007205
  0.8046415776   0.0014953201
  0.7983447441   0.0213819997
  0.7983447441   0.0015489820
  0.7919735570   0.0223888078
  0.7919735570   0.0015979829
  0.7855296039   0.0234204435
  0.7855296039   0.0016419550
  0.7790144908   0.0244761336
  0.7790144908   0.0016805297
  0.7724298415   0.0255550342
  0.7724298415   0.0017133390
  0.7657772969   0.0266562316
  0.7657772969   0.0017400161
  0.7590585151   0.0277787449
  0.7590585151   0.0017601966
  0.7522751704   0.0289215274
  0.7522751704   0.0017735199
  0.7454289535   0.0300834690
  0.7454289535   0.0017796296
  0.7385215706   0.0312633990
  0.7385215706   0.0017781755
