"PointID","x","y","Pressure","Velocity_x","Velocity_y","Turb_Kin_Energy","Omega"
160, 2.754309450000000e-02, 3.126136470000000e-02, 1.023853252923104e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000212019819e+05
161, 2.474364880000000e-02, 2.950843770000000e-02, 1.058410106974632e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999903139773e+05
162, 2.209059280000000e-02, 2.777052430000000e-02, 1.094849937626667e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000019978278e+05
163, 1.958474370000000e-02, 2.604744440000000e-02, 1.133370576591038e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000586155893e+05
164, 1.722687340000000e-02, 2.433891010000000e-02, 1.174393366529682e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999464206942e+05
165, 1.501770800000000e-02, 2.264453160000000e-02, 1.218592251233236e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000564478418e+05
166, 1.295792820000000e-02, 2.096382240000000e-02, 1.265751172373235e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999418364427e+05
167, 1.104816820000000e-02, 1.929620610000000e-02, 1.315833912163175e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001207263004e+05
168, 9.289016500000000e-03, 1.764102130000000e-02, 1.368936087600752e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999855990765e+05
169, 7.681014900000000e-03, 1.599752870000000e-02, 1.425149021200988e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998820356449e+05
170, 6.224658600000000e-03, 1.436491690000000e-02, 1.484496890293418e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999741115763e+05
171, 4.920396200000000e-03, 1.274230890000000e-02, 1.546840217946900e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000739009025e+05
172, 3.768629600000000e-03, 1.112876860000000e-02, 1.611727206002225e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998281101713e+05
173, 2.769713400000000e-03, 9.523307100000000e-03, 1.678197437324948e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000686887969e+05
174, 1.923955300000000e-03, 7.924889200000000e-03, 1.744556477363500e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000220700263e+05
175, 1.231615900000000e-03, 6.332440300000000e-03, 1.808201696027262e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000936256171e+05
176, 6.929085000000000e-04, 4.744852500000000e-03, 1.865644818758485e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999755190265e+05
177, 3.079988000000000e-04, 3.160991500000000e-03, 1.912898074503797e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001450305288e+05
178, 7.700560000000000e-05, 1.579703200000000e-03, 1.946210609918493e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000101908242e+05
179, 0.000000000000000e+00, 0.000000000000000e+00, 1.964255558739090e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000001040736e+05
180, 7.700560000000000e-05, -1.667235000000000e-03, 1.969675596935864e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001790027837e+05
181, 3.079988000000000e-04, -3.332204600000000e-03, 1.969679793323713e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001229232491e+05
182, 6.929085000000000e-04, -4.992778800000000e-03, 1.955866328798072e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998155242437e+05
183, 1.231615900000000e-03, -6.646660300000000e-03, 1.927536622822322e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000876671123e+05
184, 1.923955300000000e-03, -8.291570500000000e-03, 1.886188851341674e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999870655736e+05
185, 2.769713400000000e-03, -9.925256100000000e-03, 1.834290439635115e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999621446309e+05
186, 3.768629600000000e-03, -1.154549460000000e-02, 1.774606919966895e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999140462603e+05
187, 4.920396200000000e-03, -1.315010100000000e-02, 1.709724010803320e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001366456697e+05
188, 6.224658600000000e-03, -1.473693270000000e-02, 1.641798616003183e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999859990739e+05
189, 7.681014900000000e-03, -1.630389550000000e-02, 1.572493086614238e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999886972222e+05
190, 9.289016500000000e-03, -1.784894870000000e-02, 1.503020047559343e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000945506651e+05
191, 1.104816820000000e-02, -1.937011020000000e-02, 1.434230539070437e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000079114252e+05
192, 1.295792820000000e-02, -2.086546120000000e-02, 1.366705867733690e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000010610261e+05
193, 1.501770800000000e-02, -2.233315040000000e-02, 1.300839422328038e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999379115968e+05
194, 1.722687340000000e-02, -2.377139860000000e-02, 1.236898287382956e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000020402256e+05
195, 1.958474370000000e-02, -2.517850190000000e-02, 1.175063638090236e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999898675770e+05
196, 2.209059280000000e-02, -2.655283570000000e-02, 1.115477569175438e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001653795561e+05
197, 2.474364880000000e-02, -2.789285720000000e-02, 1.058395508022825e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999616938310e+05
198, 2.754309450000000e-02, -2.919710880000000e-02, 1.004382851175287e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001453636776e+05
199, 3.048806760000000e-02, -3.046421960000000e-02, 9.530905505275248e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000020652714e+05
200, 3.357766090000000e-02, -3.169290810000000e-02, 9.039084824200949e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999554048348e+05
201, 3.681092280000000e-02, -3.288198340000000e-02, 8.566715261825759e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998481332983e+05
202, 4.018685740000000e-02, -3.403034660000000e-02, 8.112550536260270e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999423096329e+05
203, 4.370442490000000e-02, -3.513699140000000e-02, 7.675888854576164e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998870719309e+05
204, 4.736254170000000e-02, -3.620100490000000e-02, 7.256894421388639e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998946791255e+05
205, 5.116008100000000e-02, -3.722156740000000e-02, 6.855265061668803e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000041119787e+05
206, 5.509587320000000e-02, -3.819795270000000e-02, 6.471049833359150e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999620782765e+05
207, 5.916870580000000e-02, -3.912952690000000e-02, 6.104114277249457e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999974503864e+05
208, 6.337732450000000e-02, -4.001574810000000e-02, 5.754005870197160e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999580576403e+05
209, 6.772043279999999e-02, -4.085616510000000e-02, 5.420098299202289e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999867990838e+05
210, 7.219669290000000e-02, -4.165041570000000e-02, 5.101747984362325e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000122144295e+05
211, 7.680472620000001e-02, -4.239822540000000e-02, 4.798367132990657e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999885786225e+05
212, 8.154311309999999e-02, -4.309940530000000e-02, 4.509500069619233e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999238255059e+05
213, 8.641039420000000e-02, -4.375385010000000e-02, 4.234652815662923e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001276500484e+05
214, 9.140507019999999e-02, -4.436153530000000e-02, 3.973077744346100e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999445744930e+05
215, 9.652560270000000e-02, -4.492251530000000e-02, 3.723959664228377e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998792216461e+05
216, 1.017704144000000e-01, -4.543692030000000e-02, 3.486648356593359e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998890544514e+05
217, 1.071378898000000e-01, -4.590495380000000e-02, 3.260643513923007e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999902184303e+05
218, 1.126263756000000e-01, -4.632688920000000e-02, 3.045596412496395e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001177021481e+05
219, 1.182341812000000e-01, -4.670306740000000e-02, 2.841120099310376e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001232148421e+05
220, 1.239595793000000e-01, -4.703389340000000e-02, 2.646625573209412e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999384243871e+05
221, 1.298008063000000e-01, -4.731983320000000e-02, 2.461511267304863e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000563831962e+05
222, 1.357560630000000e-01, -4.756141080000000e-02, 2.285326260607490e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999617422273e+05
223, 1.418235151000000e-01, -4.775920510000000e-02, 2.117764111205560e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000289988354e+05
224, 1.480012937000000e-01, -4.791384640000000e-02, 1.958541937563943e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999847754275e+05
225, 1.542874957000000e-01, -4.802601390000000e-02, 1.807280571997115e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001317007489e+05
226, 1.606801851000000e-01, -4.809643210000000e-02, 1.663551894595791e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999982716332e+05
227, 1.671773925000000e-01, -4.812586840000000e-02, 1.527067705697182e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999925526247e+05
228, 1.737771169000000e-01, -4.811512960000000e-02, 1.397665831495742e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000194452287e+05
229, 1.804773253000000e-01, -4.806505940000000e-02, 1.274886729152825e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999193483979e+05
230, 1.872759538000000e-01, -4.797653580000000e-02, 1.158207422393530e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998904568244e+05
231, 1.941709085000000e-01, -4.785046810000000e-02, 1.047459025499224e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999293201030e+05
232, 2.011600654000000e-01, -4.768779460000000e-02, 9.425951714564496e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998196705310e+05
233, 2.082412717000000e-01, -4.748948030000000e-02, 8.435836330439114e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999880903642e+05
234, 2.154123463000000e-01, -4.725651430000000e-02, 7.500438485517295e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998964636776e+05
235, 2.226710803000000e-01, -4.698990780000000e-02, 6.614545395318144e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000631556471e+05
236, 2.300152379000000e-01, -4.669069210000000e-02, 5.777059267994900e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001040876187e+05
237, 2.374425569000000e-01, -4.635991640000000e-02, 4.987323687619576e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998917224824e+05
238, 2.449507495000000e-01, -4.599864630000000e-02, 4.243624768587549e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000111751799e+05
239, 2.525375031000000e-01, -4.560796170000000e-02, 3.544602950093709e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001694903713e+05
240, 2.602004806000000e-01, -4.518895540000000e-02, 2.889246065368650e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001517359962e+05
241, 2.679373219000000e-01, -4.474273140000000e-02, 2.275712399240506e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999242487017e+05
242, 2.757456436000000e-01, -4.427040380000000e-02, 1.700928386177685e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001205978807e+05
243, 2.836230408000000e-01, -4.377309480000000e-02, 1.159904406422662e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999913260302e+05
244, 2.915670870000000e-01, -4.325193390000000e-02, 6.457178926794468e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000881236180e+05
245, 2.995753352000000e-01, -4.270805660000000e-02, 1.546032809082517e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001059825360e+05
246, 3.076453187000000e-01, -4.214260290000000e-02, -2.987346197746584e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999138479228e+05
247, 3.157745518000000e-01, -4.155671670000000e-02, -7.386713216802474e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001461720919e+05
248, 3.239605305000000e-01, -4.095154390000000e-02, -1.151072681076758e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000135790812e+05
249, 3.322007333000000e-01, -4.032823230000000e-02, -1.521242947535001e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998550225860e+05
250, 3.404926221000000e-01, -3.968792970000000e-02, -1.855145562269330e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000179108308e+05
251, 3.488336428000000e-01, -3.903178310000000e-02, -2.156252709306736e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000202751907e+05
252, 3.572212261000000e-01, -3.836093800000000e-02, -2.426743099276663e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999327167950e+05
253, 3.656527885000000e-01, -3.767653680000000e-02, -2.668518381801746e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000292124368e+05
254, 3.741257329000000e-01, -3.697971800000000e-02, -2.883361433851327e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999610095890e+05
255, 3.826374494000000e-01, -3.627161510000000e-02, -3.072213378615660e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999543822501e+05
256, 3.911853162000000e-01, -3.555335560000000e-02, -3.236208349719788e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999980584898e+05
257, 3.997667003000000e-01, -3.482605930000000e-02, -3.376522692484957e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999120272671e+05
258, 4.083789586000000e-01, -3.409083800000000e-02, -3.493959536286995e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000798471058e+05
259, 4.170194383000000e-01, -3.334879340000000e-02, -3.588529077175992e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998893382933e+05
260, 4.256854778000000e-01, -3.260101650000000e-02, -3.660795729885646e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000565635885e+05
261, 4.343744079000000e-01, -3.184858590000000e-02, -3.712086536025973e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999745460208e+05
262, 4.430835521000000e-01, -3.109256680000000e-02, -3.742881221961841e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001502833952e+05
263, 4.518102279000000e-01, -3.033400920000000e-02, -3.753631525958054e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999352448091e+05
264, 4.605517472000000e-01, -2.957394720000000e-02, -3.744833815258639e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000131897156e+05
265, 4.693054175000000e-01, -2.881339690000000e-02, -3.717032968084969e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001486778407e+05
266, 4.780685424000000e-01, -2.805335520000000e-02, -3.670788140568226e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999929509833e+05
267, 4.868384227000000e-01, -2.729479870000000e-02, -3.606669222313106e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999998905557593e+05
268, 4.956123571000000e-01, -2.653868180000000e-02, -3.525291124075406e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000753812913e+05
269, 5.043876429000000e-01, -2.578593520000000e-02, -3.427476829084313e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000639627962e+05
270, 5.131615773000000e-01, -2.503746490000000e-02, -3.313428704331461e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001296828345e+05
271, 5.219314576000000e-01, -2.429415040000000e-02, -3.183198054979753e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999263586172e+05
272, 5.306945825000000e-01, -2.355684340000000e-02, -3.037851942388905e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999347435095e+05
273, 5.394482528000000e-01, -2.282636640000000e-02, -2.878159635188243e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001999511282e+05
274, 5.481897721000000e-01, -2.210351120000000e-02, -2.704471404261016e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001835658229e+05
275, 5.569164478999999e-01, -2.138903790000000e-02, -2.517380775017052e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001583941069e+05
276, 5.656255921000000e-01, -2.068367340000000e-02, -2.317451798832614e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999486460879e+05
277, 5.743145222000000e-01, -1.998811060000000e-02, -2.105476459659554e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000404072711e+05
278, 5.829805617000000e-01, -1.930300660000000e-02, -1.882022772532311e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000428090637e+05
279, 5.916210414000000e-01, -1.862898240000000e-02, -1.647316972187848e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000433178682e+05
280, 6.002332996999999e-01, -1.796662180000000e-02, -1.402138853563942e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000681996365e+05
281, 6.088146838000000e-01, -1.731647020000000e-02, -1.147563043478450e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999625113030e+05
282, 6.173625506000000e-01, -1.667903450000000e-02, -8.842686867982660e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999878101960e+05
283, 6.258742671000000e-01, -1.605478210000000e-02, -6.113633867094848e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000002087904580e+05
284, 6.343472115000000e-01, -1.544414040000000e-02, -3.222539116006794e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000002658866355e+05
285, 6.427787739000000e-01, -1.484749670000000e-02, -1.672524380449497e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000321038481e+05
286, 6.511663572000000e-01, -1.426519800000000e-02, 3.084230596601947e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001551712319e+05
287, 6.595073779000000e-01, -1.369755060000000e-02, 6.449714172507169e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001319850253e+05
288, 6.677992667000000e-01, -1.314482050000000e-02, 9.720792115006342e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000002088218007e+05
289, 6.760394695000000e-01, -1.260723320000000e-02, 1.296698060455017e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000796799427e+05
290, 6.842254482000000e-01, -1.208497460000000e-02, 1.624310506238411e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000423272776e+05
291, 6.923546813000000e-01, -1.157819090000000e-02, 1.954719692218165e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999763662997e+05
292, 7.004246648000000e-01, -1.108698950000000e-02, 2.286808992359078e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999925521848e+05
293, 7.084329130000000e-01, -1.061143960000000e-02, 2.619327306461232e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001842243549e+05
294, 7.163769592000000e-01, -1.015157320000000e-02, 2.951938489139458e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000002873390664e+05
295, 7.242543564000000e-01, -9.707385799999999e-03, 3.284654212011510e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000205578364e+05
296, 7.320626781000000e-01, -9.278837999999999e-03, 3.617472626864315e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000868565818e+05
297, 7.397995194000000e-01, -8.865856100000000e-03, 3.949643790707349e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000628508843e+05
298, 7.474624969000000e-01, -8.468333999999999e-03, 4.280313092902194e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000763575486e+05
299, 7.550492505000000e-01, -8.086134199999999e-03, 4.610231173044690e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000931642919e+05
300, 7.625574431000000e-01, -7.719089300000000e-03, 4.938579722158033e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000554311192e+05
301, 7.699847621000000e-01, -7.367004000000000e-03, 5.264554883588085e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999410765952e+05
302, 7.773289197000000e-01, -7.029656500000000e-03, 5.587646528994626e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001411102650e+05
303, 7.845876537000001e-01, -6.706799900000000e-03, 5.907185279911234e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000002163816395e+05
304, 7.917587283000000e-01, -6.398164600000000e-03, 6.223065375646023e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001683778171e+05
305, 7.988399346000000e-01, -6.103459700000000e-03, 6.534866857863383e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999936865491e+05
306, 8.058290915000000e-01, -5.822375100000000e-03, 6.841794811685174e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000927052659e+05
307, 8.127240462000000e-01, -5.554583100000000e-03, 7.143703613445521e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000779315172e+05
308, 8.195226747000000e-01, -5.299740400000000e-03, 7.440189145481001e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999497950615e+05
309, 8.262228831000000e-01, -5.057490200000000e-03, 7.730768969541252e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001340214069e+05
310, 8.328226075000000e-01, -4.827463600000000e-03, 8.015289790100481e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000583391105e+05
311, 8.393198149000000e-01, -4.609282100000000e-03, 8.293733270294280e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001252105789e+05
312, 8.457125043000000e-01, -4.402558900000000e-03, 8.565102781798319e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001922272339e+05
313, 8.519987063000000e-01, -4.206900700000000e-03, 8.829264787923757e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000601831000e+05
314, 8.581764849000000e-01, -4.021910100000000e-03, 9.086193238792538e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000001925954059e+05
315, 8.642439370000000e-01, -3.847186300000000e-03, 9.335333818468904e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000052797310e+05
316, 8.701991937000000e-01, -3.682327600000000e-03, 9.576539599647237e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999327777437e+05
317, 8.760404207000000e-01, -3.526932600000000e-03, 9.809828196845927e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000306062514e+05
318, 8.817658188000000e-01, -3.380601600000000e-03, 1.003540671025672e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999219493847e+05
319, 8.873736244000000e-01, -3.242938200000000e-03, 1.025322373884318e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000550972602e+05
320, 8.928621101999999e-01, -3.113550600000000e-03, 1.046302178032876e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 2.000000672836647e+05
321, 8.982295856000000e-01, -2.992052600000000e-03, 1.066473522242727e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.999999992519267e+05
