"PointID","x","y","Pressure","Velocity_x","Velocity_y","Turb_Kin_Energy","Omega","LM_gamma","LM_Re_t"
72, 6.511663572000000e-01, 6.178489610000000e-02, -7.670085844787624e-01, -6.745744368265512e-297, -4.717083726629719e-298, 1.000000000000000e-10, 1.000000000000000e-04, 9.417692193024820e-01, 1.077085704683077e+03
73, 6.427787739000000e-01, 6.367629649999999e-02, -7.317177085008150e-01, 1.806086560109753e-298, 1.262938684966637e-299, 1.000000000000000e-10, 1.000000000000000e-04, 9.178845607239632e-01, 1.053134829399186e+03
74, 6.343472115000000e-01, 6.556987200000000e-02, -7.008956174301896e-01, 2.573749449599705e-300, 1.799740841387762e-301, 1.000000000000000e-10, 1.000000000000000e-04, 9.179276130007096e-01, 1.053396776824252e+03
75, 6.258742671000000e-01, 6.746233250000000e-02, -6.553236965143457e-01, -1.148226503237344e-303, -8.029181447174328e-305, 1.000000000000000e-10, 1.000000000000000e-04, 9.496488501897171e-01, 1.084518031457002e+03
76, 6.173625506000000e-01, 6.935029130000001e-02, -6.175163294269608e-01, 9.062822852784535e-306, 6.337342754538708e-307, 1.000000000000000e-10, 1.000000000000000e-04, 9.302053584688083e-01, 1.063640218872300e+03
77, 6.088146838000000e-01, 7.123027490000000e-02, -5.864683733239325e-01, 5.508340770517450e-308, 3.851806886067893e-309, 1.000000000000000e-10, 1.000000000000000e-04, 9.302432608932711e-01, 1.063260146703725e+03
78, 6.002332996999999e-01, 7.309873340000000e-02, -5.427949758185389e-01, -8.930438283765455e-312, -6.244770450855188e-313, 1.000000000000000e-10, 1.000000000000000e-04, 9.576388446416598e-01, 1.098896129855677e+03
79, 5.916210414000000e-01, 7.495205150000001e-02, -5.024316169366470e-01, 1.199677007208643e-314, 8.388958384875212e-316, 1.000000000000000e-10, 1.000000000000000e-04, 9.426614976301632e-01, 1.103494717393027e+03
80, 5.829805617000000e-01, 7.678656000000000e-02, -4.711777398463191e-01, 2.066572348702662e-317, 1.445087666864604e-318, 1.000000000000000e-10, 1.000000000000000e-04, 9.426935192125030e-01, 1.103791239872509e+03
81, 5.743145222000000e-01, 7.859854820000001e-02, -4.295264672562278e-01, -7.410984687618698e-322, -4.940656458412465e-323, 1.000000000000000e-10, 1.000000000000000e-04, 9.657231624676271e-01, 1.143246485156033e+03
82, 5.656255921000000e-01, 8.038427610000000e-02, -3.865175398976091e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.552633412942637e-01, 1.154120371249869e+03
83, 5.569164478999999e-01, 8.213998820000000e-02, -3.550588527544573e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.552892445945808e-01, 1.154496262593399e+03
84, 5.481897721000000e-01, 8.386192639999999e-02, -3.155390664765816e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.739211450392613e-01, 1.199653759540830e+03
85, 5.394482528000000e-01, 8.554634379999999e-02, -2.697714923792079e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.680360678538107e-01, 1.137544625989138e+03
86, 5.306945825000000e-01, 8.718951899999999e-02, -2.380909692102111e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.680560891588702e-01, 1.137296133876517e+03
87, 5.219314576000000e-01, 8.878777010000000e-02, -2.007911529364224e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.822689487178514e-01, 1.137068484461489e+03
88, 5.131615773000000e-01, 9.033746900000000e-02, -1.521073032856322e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.809725744977195e-01, 9.629992631159306e+02
89, 5.043876429000000e-01, 9.183505550000000e-02, -1.201853344851418e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.809862541387738e-01, 9.601698616800747e+02
90, 4.956123571000000e-01, 9.327705159999999e-02, -8.519951964381248e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.907524902571822e-01, 9.416520259590417e+02
91, 4.868384227000000e-01, 9.466007529999999e-02, -3.347896375706232e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.939884233858320e-01, 9.413667226738552e+02
92, 4.780685424000000e-01, 9.598085450000000e-02, -1.305506763057811e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.939952762212719e-01, 9.412720470351261e+02
93, 4.693054175000000e-01, 9.723624060000000e-02, 3.130674095400398e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 9.992445184282999e-01, 9.050176730489467e+02
94, 4.605517472000000e-01, 9.842322080000000e-02, 8.630830377106560e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.000000000000000e-10, 1.000000000000000e-04, 1.007142201119824e+00, 1.002376774490212e+03
