"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,    "rms[LM_1]"   ,    "rms[LM_2]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          33,      -4.275546211,      -3.455914028,      -4.209930437,      -8.554874051,       2.512169245,      -2.084957873,       1.164676578,               0.5,       2.489487549,     0.01074273462,                 0,                 0,                 0,     0.06555161403,       2.489487549,     0.01074273462,                 0,    0.004315239344
          34,      -4.297377307,       -3.52144693,      -4.195234931,      -8.785747595,       1.840784377,      -1.959923559,       1.144493117,               0.5,       2.313166534,    0.009986342421,                 0,                 0,                 0,     0.07006851542,       2.313166534,    0.009986342421,                 0,    0.004317174002
          35,      -4.316249556,      -3.579673025,      -4.178920694,      -8.960043595,       1.304832369,      -1.760379856,       1.116730666,               0.5,       2.175420995,    0.009265863978,                 0,                 0,                 0,     0.07382725272,       2.175420995,    0.009265863978,                 0,    0.004259342904
          36,      -4.329447465,      -3.623473217,      -4.155446481,      -9.068121712,       1.030845194,      -1.661065095,       1.082876073,               0.5,       2.064282777,    0.008592047863,                 0,                 0,                 0,     0.07704339277,       2.064282777,    0.008592047863,                 0,    0.004162243641
          37,      -4.334326763,       -3.65635866,      -4.119116273,      -9.135238055,      0.8510892233,      -1.571335223,       1.068558234,               0.5,        1.97217302,    0.007963245584,                 0,                 0,                 0,     0.07986549439,        1.97217302,    0.007963245584,                 0,    0.004037802719
          38,       -4.32769766,       -3.67875455,      -4.066428094,      -9.179032547,      0.7049970345,      -1.484977862,       1.052611056,               0.5,       1.894118311,    0.007374367589,                 0,                 0,                 0,     0.08239268351,       1.894118311,    0.007374367589,                 0,    0.003893298294
          39,      -4.306547127,      -3.689122999,      -3.997270119,      -9.204756372,      0.5792583582,      -1.401028846,       1.041495345,               0.5,        1.82674282,    0.006824587768,                 0,                 0,                 0,      0.0846911424,        1.82674282,    0.006824587768,                 0,    0.003735932443
          40,      -4.269449217,      -3.685132731,      -3.914943554,      -9.210111971,      0.4675923079,      -1.304805233,       1.025479026,               0.5,        1.76769709,     0.00630892231,                 0,                 0,                 0,     0.08680547937,        1.76769709,     0.00630892231,                 0,    0.003569006447
          41,      -4.217568818,      -3.665210919,      -3.824214791,      -9.186745327,      0.3665074508,      -1.176119342,       1.009891419,               0.5,       1.715296196,    0.005823488185,                 0,                 0,                 0,     0.08876679879,       1.715296196,    0.005823488185,                 0,    0.003395033579
          42,      -4.154237024,      -3.629926061,      -3.729646493,      -9.119379274,      0.2741064422,      -1.086600817,      0.9957834601,               0.5,       1.668301021,    0.005364354777,                 0,                 0,                 0,     0.09059821457,       1.668301021,    0.005364354777,                 0,    0.003215459745
          43,      -4.083580797,      -3.581909599,      -3.634268951,      -8.996043141,      0.1894028717,     -0.9961747475,       1.011091635,               0.5,        1.62577442,     0.00493016433,                 0,                 0,                 0,     0.09231734316,        1.62577442,     0.00493016433,                 0,    0.003032502093
          44,      -4.009253298,      -3.524929316,       -3.54010895,      -8.820663528,      0.1117138523,     -0.8132622967,       1.029554588,               0.5,       1.586998102,    0.004518899861,                 0,                 0,                 0,     0.09393754687,       1.586998102,    0.004518899861,                 0,    0.002847451334
          45,      -3.933925165,      -3.462740411,      -3.448381284,      -8.605218691,     0.04060066887,      -0.684445335,       1.069674563,               0.5,       1.551408515,    0.004129139269,                 0,                 0,                 0,      0.0954695584,       1.551408515,    0.004129139269,                 0,    0.002661542223
          46,       -3.85927296,      -3.396976935,      -3.359466455,      -8.359403643,    -0.02459458181,     -0.5723146461,       1.106053796,               0.5,       1.518555001,    0.003759947821,                 0,                 0,                 0,     0.09692232281,       1.518555001,    0.003759947821,                 0,    0.002476003713
          47,      -3.786229473,      -3.334218857,       -3.27467771,      -8.090016525,    -0.08321270601,     -0.4818066294,       1.152872067,               0.5,       1.488071486,    0.003410854044,                 0,                 0,                 0,     0.09830342663,       1.488071486,    0.003410854044,                 0,    0.002292130503
          48,      -3.715463596,      -3.272730142,      -3.193676414,      -7.798459785,     -0.1327908418,     -0.4076539186,       1.201604228,               0.5,       1.459658347,    0.003081344546,                 0,                 0,                 0,     0.09961905005,       1.459658347,    0.003081344546,                 0,    0.002111003956
          49,      -3.647258023,      -3.212667762,      -3.116420941,      -7.494161427,     -0.1574837116,     -0.3524866887,       1.240012269,               0.5,       1.433065746,    0.002771014978,                 0,                 0,                 0,      0.1008745388,       1.433065746,    0.002771014978,                 0,     0.00193362725
          50,      -3.581616004,      -3.154694742,      -3.042950816,      -7.360917035,     -0.1629059731,     -0.3092689438,       1.280417974,               0.5,       1.408083512,    0.002479345849,                 0,                 0,                 0,      0.1020747369,       1.408083512,    0.002479345849,                 0,    0.001760794604
          51,      -3.518598833,      -3.099049612,      -2.973332617,      -7.370428711,     -0.1852283947,     -0.2726231221,       1.317591524,               0.5,       1.384534316,    0.002205527329,                 0,                 0,                 0,      0.1032237896,       1.384534316,    0.002205527329,                 0,    0.001592974117
          52,      -3.458181291,      -3.045844289,       -2.90759365,      -7.384889773,     -0.2048338892,     -0.2484256842,       1.353170841,               0.5,       1.362266597,    0.001948818132,                 0,                 0,                 0,      0.1043253769,       1.362266597,    0.001948818132,                 0,    0.001430570299
          53,      -3.400326561,      -2.995022594,      -2.845720948,      -7.394342397,     -0.2188713462,     -0.2283738838,        1.37806724,               0.5,       1.341149528,    0.001708589983,                 0,                 0,                 0,      0.1053828306,       1.341149528,    0.001708589983,                 0,    0.001273974264
          54,      -3.344927055,      -2.946381049,      -2.787632483,        -7.3723147,      -0.190639169,     -0.2163198044,       1.400769731,               0.5,       1.321069358,     0.00148439259,                 0,                 0,                 0,      0.1063990835,       1.321069358,     0.00148439259,                 0,    0.001123629566
          55,      -3.291957926,      -2.899802496,      -2.733309617,      -7.269429206,    -0.04095305782,     -0.2109937441,       1.421891587,               0.5,       1.301926192,    0.001275981524,                 0,                 0,                 0,      0.1073766017,       1.301926192,    0.001275981524,                 0,   0.0009800720899
          56,      -3.241337713,      -2.855142235,       -2.68292449,        -7.0768288,      0.2338607366,     -0.2114047419,       1.436643714,               0.5,       1.283632135,    0.001083167637,                 0,                 0,                 0,      0.1083175667,       1.283632135,    0.001083167637,                 0,   0.0008438302594
          57,      -3.192987011,      -2.812321973,      -2.636427856,      -6.817388415,      0.5592389656,     -0.2150251994,       1.450260932,               0.5,       1.266111184,   0.0009054985889,                 0,                 0,                 0,      0.1092241197,       1.266111184,   0.0009054985889,                 0,   0.0007151809418
          58,      -3.146898969,       -2.77125935,      -2.593855398,      -6.524963884,       0.894045413,     -0.2222314013,       1.461482385,               0.5,       1.249294338,   0.0007428904607,                 0,                 0,                 0,      0.1100982641,       1.249294338,   0.0007428904607,                 0,   0.0005946480651
          59,      -3.102552517,      -2.731356173,      -2.554533101,      -6.286717577,       1.155358363,     -0.2327797885,       1.470505658,               0.5,       1.233119806,    0.000595459954,                 0,                 0,                 0,      0.1109415729,       1.233119806,    0.000595459954,                 0,    0.000482888971
          60,      -3.060144015,      -2.692666674,      -2.518157871,      -6.227486391,       1.306904786,     -0.2459301027,       1.477747177,               0.5,        1.21753269,   0.0004633245293,                 0,                 0,                 0,      0.1117555304,        1.21753269,   0.0004633245293,                 0,   0.0003805438107
          61,      -3.019501461,      -2.655536121,      -2.484384919,      -6.172685559,        1.47195513,     -0.2612481463,       1.483487758,               0.5,        1.20248359,   0.0003467512413,                 0,                 0,                 0,      0.1125415158,        1.20248359,   0.0003467512413,                 0,   0.0002883625558
          62,      -2.980714741,      -2.619870189,      -2.453164426,      -6.167652311,       1.568516281,     -0.2785736502,       1.488149001,               0.5,        1.18792807,   0.0002461010195,                 0,                 0,                 0,      0.1133008813,        1.18792807,   0.0002461010195,                 0,   0.0002071682838
          63,      -2.943617535,      -2.585902322,      -2.424340505,      -6.182784459,       1.617507115,      -0.297495595,       1.492894376,               0.5,       1.173827017,   0.0001615175389,                 0,                 0,                 0,      0.1140349119,       1.173827017,   0.0001615175389,                 0,   0.0001375990981
          64,      -2.908242886,      -2.553828946,      -2.397720431,      -6.189636834,       1.647185766,     -0.3178078374,       1.498179391,               0.5,        1.16014435,   9.332906706e-05,                 0,                 0,                 0,      0.1147448051,        1.16014435,   9.332906706e-05,                 0,   8.044608161e-05
          65,      -2.874828804,      -2.523537577,      -2.373227179,      -6.176537129,       1.661407509,     -0.3395872886,       1.503956613,               0.5,       1.146847639,   4.187214361e-05,                 0,                 0,                 0,      0.1154318253,       1.146847639,   4.187214361e-05,                 0,   3.651064204e-05
          66,      -2.844597681,      -2.494828384,      -2.350390156,      -6.165009224,       1.672085266,     -0.3624605576,        1.50976488,               0.5,       1.133905454,   7.247677029e-06,                 0,                 0,                 0,      0.1160984888,       1.133905454,   7.247677029e-06,                 0,   6.391782491e-06
          67,      -2.815307705,      -2.467900225,      -2.328950348,      -6.168172101,       1.693870474,     -0.3857895974,       1.514919537,               0.5,       1.121289149,   -9.96464412e-06,                 0,                 0,                 0,      0.1167460448,       1.121289149,   -9.96464412e-06,                 0,  -8.886774774e-06
          68,      -2.788230734,        -2.4429053,      -2.308578621,      -6.173391255,       1.696954046,     -0.4096277592,       1.519422799,               0.5,       1.108972614,  -9.193752435e-06,                 0,                 0,                 0,      0.1173756376,       1.108972614,  -9.193752435e-06,                 0,  -8.290333157e-06
          69,      -2.763274703,      -2.419765921,      -2.289372709,      -6.181792184,       1.722440102,     -0.4336322451,       1.523250473,               0.5,       1.096932071,   1.010121695e-05,                 0,                 0,                 0,      0.1179884135,       1.096932071,   1.010121695e-05,                 0,   9.208607544e-06
          70,      -2.740323633,      -2.398354145,      -2.271363665,      -6.182847452,        1.73511144,     -0.4572551519,       1.526420603,               0.5,        1.08514574,   4.842445916e-05,                 0,                 0,                 0,      0.1185854881,        1.08514574,   4.842445916e-05,                 0,    4.46248438e-05
          71,      -2.719170447,      -2.378681914,       -2.25476027,      -6.173969152,       1.758164252,      -0.480043206,       1.529220041,               0.5,       1.073593977,   0.0001062381145,                 0,                 0,                 0,      0.1191679075,       1.073593977,   0.0001062381145,                 0,   9.895557979e-05
          72,       -2.69976202,      -2.360612458,      -2.239424254,      -6.157830173,       1.774272889,     -0.5003350738,       1.531742912,               0.5,       1.062258924,   0.0001838854977,                 0,                 0,                 0,      0.1197366868,       1.062258924,   0.0001838854977,                 0,    0.000173107981
          73,      -2.682026601,      -2.343994084,      -2.225325749,      -6.180062111,       1.712357762,     -0.5211760272,       1.534197017,               0.5,       1.051124168,   0.0002816695211,                 0,                 0,                 0,      0.1202928329,       1.051124168,   0.0002816695211,                 0,   0.0002679697886
          74,      -2.665628784,      -2.328700379,      -2.212398443,      -6.195686644,       1.559969265,     -0.5414655929,       1.535877629,               0.5,       1.040174712,    0.000399748176,                 0,                 0,                 0,      0.1208372883,       1.040174712,    0.000399748176,                 0,   0.0003843086854
          75,      -2.650249275,      -2.314436608,      -2.200488953,      -6.197917487,       1.302538564,     -0.5604413148,       1.537484897,               0.5,       1.029397034,    0.000538109082,                 0,                 0,                 0,      0.1213708971,       1.029397034,    0.000538109082,                 0,   0.0005227420171
          76,      -2.635950054,      -2.301217543,      -2.189383522,        -6.1980627,        1.21529778,     -0.5788928629,       1.538694873,               0.5,       1.018779004,   0.0006965519871,                 0,                 0,                 0,      0.1218944176,       1.018779004,   0.0006965519871,                 0,   0.0006837125464
          77,      -2.623112584,      -2.289179518,      -2.179574154,      -6.196497601,       1.152940185,     -0.5962076216,       1.539250599,               0.5,       1.008309591,   0.0008747433236,                 0,                 0,                 0,      0.1224085432,       1.008309591,   0.0008747433236,                 0,    0.000867534467
          78,      -2.611856446,       -2.27806824,      -2.170435058,      -6.194467483,       1.087923944,     -0.6124116777,       1.538612656,               0.5,      0.9979787498,    0.001072209058,                 0,                 0,                 0,       0.122913872,      0.9979787498,    0.001072209058,                 0,     0.00107438065
          79,       -2.60213763,      -2.267889091,      -2.162443038,      -6.191672718,       1.018252083,     -0.6274903839,       1.536379778,               0.5,      0.9877773274,    0.001288420575,                 0,                 0,                 0,      0.1234109223,      0.9877773274,    0.001288420575,                 0,    0.001304363381
          80,      -2.594293087,      -2.258598424,      -2.155167396,      -6.188356388,      0.9465394015,      -0.641158172,       1.532754583,               0.5,      0.9776973378,    0.001522543072,                 0,                 0,                 0,      0.1239001346,      0.9776973378,    0.001522543072,                 0,    0.001557274438
          81,      -2.588039125,      -2.250186208,      -2.148656316,      -6.184767036,      0.8784995034,     -0.1301346681,       1.529187079,               0.5,      0.9677319934,    0.001773630763,                 0,                 0,                 0,      0.1243818455,      0.9677319934,    0.001773630763,                 0,    0.001832770617
          82,      -2.582864034,      -2.242223615,      -2.142999792,      -6.181833236,      0.8157977679,    -0.05670144976,       1.526225753,               0.5,      0.9578755119,    0.002040608634,                 0,                 0,                 0,      0.1248563491,      0.9578755119,    0.002040608634,                 0,    0.002130348473
          83,       -2.57952454,      -2.235646875,      -2.138323478,      -6.178946068,      0.7625851182,     -0.3260233804,       1.523178093,               0.5,      0.9481232489,    0.002322417641,                 0,                 0,                 0,      0.1253239013,      0.9481232489,    0.002322417641,                 0,    0.002449489182
          84,      -2.577227824,      -2.229696619,       -2.13431041,      -6.176239723,      0.7199994541,     -0.5136285951,       1.520765652,               0.5,      0.9384713617,    0.002618136071,                 0,                 0,                 0,      0.1257847758,      0.9384713617,    0.002618136071,                 0,    0.002789787923
          85,      -2.575535017,      -2.223907389,      -2.130457031,      -6.173640292,      0.6858914544,     -0.6211889849,       1.519007221,               0.5,      0.9289167015,    0.002926989626,                 0,                 0,                 0,      0.1262392729,      0.9289167015,    0.002926989626,                 0,    0.003150971041
          86,      -2.574031365,         -2.218125,      -2.126793037,       -6.17124259,      0.6572352037,     -0.6785084504,       1.517579481,               0.5,      0.9194576395,    0.003248325084,                 0,                 0,                 0,      0.1266876864,      0.9194576395,    0.003248325084,                 0,    0.003532870841
          87,      -2.572880569,      -2.212388545,      -2.123446484,      -6.168954221,      0.6310883819,     -0.7117532817,       1.515636853,               0.5,      0.9100936696,    0.003581725023,                 0,                 0,                 0,       0.127130361,      0.9100936696,    0.003581725023,                 0,    0.003935556463
          88,      -2.572066026,       -2.20687658,      -2.120322434,      -6.166867398,      0.6064443551,     -0.7336914309,        1.51276313,               0.5,      0.9008253793,    0.003927072162,                 0,                 0,                 0,      0.1275677261,      0.9008253793,    0.003927072162,                 0,    0.004359415545
          89,      -2.571339158,       -2.20139412,      -2.117606579,      -6.164939285,      0.5851321501,     -0.7501983293,       1.510109055,               0.5,      0.8916544775,    0.004284527246,                 0,                 0,                 0,      0.1280002962,      0.8916544775,    0.004284527246,                 0,    0.004805142972
          90,      -2.570745417,      -2.196051087,      -2.115295503,      -6.163470344,      0.5728855689,     -0.7641276502,       1.507335551,               0.5,      0.8825838174,    0.004654583681,                 0,                 0,                 0,      0.1284286658,      0.8825838174,    0.004654583681,                 0,    0.005273814893
          91,      -2.570414766,      -2.190975256,      -2.113323078,      -6.162341086,      0.5873329278,     -0.7771772679,       1.504186175,               0.5,      0.8736172929,    0.005038029999,                 0,                 0,                 0,       0.128853506,      0.8736172929,    0.005038029999,                 0,    0.005766861576
          92,      -2.570106862,      -2.186052703,      -2.111768546,      -6.161130493,      0.6710805782,     -0.7893579274,        1.50056851,               0.5,      0.8647598323,    0.005435918735,                 0,                 0,                 0,      0.1292755468,      0.8647598323,    0.005435918735,                 0,     0.00628604444
          93,      -2.570139571,      -2.181534141,      -2.110817602,      -6.159918756,      0.8616893995,      -0.801791572,       1.496984507,               0.5,      0.8560173614,    0.005849488659,                 0,                 0,                 0,      0.1296955545,      0.8560173614,    0.005849488659,                 0,    0.006833376194
          94,      -2.570505547,      -2.177354158,      -2.110474935,      -6.159301315,      0.9210292332,      -0.813908983,       1.494339474,               0.5,      0.8473964911,    0.006280130152,                 0,                 0,                 0,      0.1301143195,      0.8473964911,    0.006280130152,                 0,    0.007411088219
          95,       -2.57104495,      -2.173364675,      -2.110494606,      -6.158969694,      0.8968559038,     -0.8253489604,       1.491656178,               0.5,       0.838904011,    0.006729385651,                 0,                 0,                 0,      0.1305326651,       0.838904011,    0.006729385651,                 0,    0.008021639619
          96,      -2.571902927,       -2.16977501,       -2.11121168,      -6.158309283,        0.83250187,     -0.8367063392,       1.488299428,               0.5,       0.830548128,    0.007198589783,                 0,                 0,                 0,      0.1309513142,       0.830548128,    0.007198589783,                 0,    0.008667275912
          97,      -2.572848607,      -2.166419128,      -2.112628977,      -6.157044308,       0.726925707,      -0.847879722,       1.484169357,               0.5,      0.8223377123,    0.007688954508,                 0,                 0,                 0,      0.1313709109,      0.8223377123,    0.007688954508,                 0,    0.009350117833
          98,      -2.573913479,      -2.163294909,      -2.114564437,      -6.155703696,      0.6314345672,     -0.8594585708,       1.479534751,               0.5,       0.814282117,    0.008201479442,                 0,                 0,                 0,      0.1317919933,       0.814282117,    0.008201479442,                 0,     0.01007203679
          99,      -2.575299642,      -2.160497401,      -2.117204798,      -6.153895371,      0.5951415036,     -0.8710254637,       1.474645651,               0.5,      0.8063916317,    0.008736971668,                 0,                 0,                 0,      0.1322149749,      0.8063916317,    0.008736971668,                 0,     0.01083465071
         100,      -2.576819214,      -2.157868894,      -2.120331877,      -6.151877343,      0.5865440289,      -0.882301877,       1.469674628,               0.5,      0.7986764978,    0.009295949181,                 0,                 0,                 0,      0.1326401323,      0.7986764978,    0.009295949181,                 0,      0.0116391921
         101,        -2.5783018,      -2.155334696,      -2.123746535,       -6.13990187,      0.4762791864,     -0.8994759497,       1.464151686,               0.5,      0.7973914349,    0.009389070647,                 0,                 0,                 0,      0.1327111189,      0.7973914349,    0.009389070647,                 0,     0.01177473225
         102,      -2.585353717,      -2.163025217,      -2.131884938,      -6.146562255,       0.492557673,     -0.9146175846,       1.459045705,               0.5,      0.7954757302,    0.009530318504,                 0,                 0,                 0,      0.1328177595,      0.7954757302,    0.009530318504,                 0,     0.01198065276
         103,      -2.591767284,      -2.169578097,      -2.140045149,      -6.152407809,      0.5118158627,     -0.9279186242,       1.454094989,               0.5,      0.7926294609,    0.009745808504,                 0,                 0,                 0,      0.1329780698,      0.7926294609,    0.009745808504,                 0,     0.01229554159
         104,      -2.595856969,      -2.172714763,      -2.146695151,      -6.156940397,      0.5352796626,     -0.9393532861,       1.449210882,               0.5,      0.7884230917,     0.01007725212,                 0,                 0,                 0,       0.133219293,      0.7884230917,     0.01007725212,                 0,     0.01278152838
         105,       -2.59599817,      -2.170272925,      -2.150020289,       -6.15978312,       0.572546974,     -0.9486284437,       1.444223299,               0.5,       0.782260479,     0.01059258485,                 0,                 0,                 0,      0.1335827505,       0.782260479,     0.01059258485,                 0,     0.01354099451
         106,      -2.591941615,      -2.161739621,       -2.14918145,      -6.158611116,      0.6050338082,     -0.9568761869,         1.4387367,               0.5,      0.7751652148,     0.01122723146,                 0,                 0,                 0,       0.134015782,      0.7751652148,     0.01122723146,                 0,     0.01448366264
